ts,host,url,hour,dns_ms,tcp_ms,tls_ms,server_ms,transfer_ms,total_ms,response_size,http_status,cache_state,conn_reuse,success,error_stage,error_type,source,cause
,shop.example,https://shop.example/,3,0.0,33.286,111.029,291.745,91.225,527.286,800897,200.0,warm,0,1,,,synthetic,NORMAL
,cdn-far.example,https://cdn-far.example/,21,25.619,178.806,2297.976,0.0,0.0,2502.401,0,,cold,0,0,TLS,,synthetic,TLS_PROBLEM
,cdn-far.example,https://cdn-far.example/,10,0.0,75.505,342.387,1594.239,0.452,2012.583,1952,503.0,warm,0,0,HTTP,,synthetic,HTTP_PROBLEM
,legacy.example,https://legacy.example/,1,193.351,49.204,84.11,405.779,58.03,790.474,442582,200.0,cold,0,1,,,synthetic,DNS_PROBLEM
,cdn-near.example,https://cdn-near.example/,1,8.682,12.173,28.175,52.99,6.03,108.049,42460,200.0,cold,0,1,,,synthetic,NORMAL
,api.example,https://api.example/,0,0.0,103.596,88.969,55.466,4.276,252.307,35805,200.0,warm,0,1,,,synthetic,CONNECT_PROBLEM
,legacy.example,https://legacy.example/,14,41.615,67.744,719.59,242.659,44.572,1116.18,661731,200.0,cold,0,1,,,synthetic,TLS_PROBLEM
,legacy.example,https://legacy.example/,22,62.771,107.294,1036.2,354.159,59.26,1619.685,356889,200.0,cold,0,1,,,synthetic,TLS_PROBLEM
,legacy.example,https://legacy.example/,3,6536.389,0.0,0.0,0.0,0.0,6536.389,0,,cold,0,0,DNS,,synthetic,DNS_PROBLEM
,api.example,https://api.example/,17,0.0,37.647,66.689,537.244,2.062,643.643,24032,200.0,warm,0,1,,,synthetic,HTTP_PROBLEM
,cdn-far.example,https://cdn-far.example/,18,26.76,0.0,0.0,1505.637,36.375,1568.771,181921,200.0,cold,1,1,,,synthetic,HTTP_PROBLEM
,shop.example,https://shop.example/,3,0.0,0.0,0.0,960.478,0.145,960.624,2232,502.0,warm,1,0,HTTP,,synthetic,HTTP_PROBLEM
,media.example,https://media.example/,2,0.0,21.152,148.758,74.311,144.853,389.073,1617358,200.0,warm,0,1,,,synthetic,NORMAL
,media.example,https://media.example/,22,21.756,451.648,250.391,58.008,448.487,1230.289,1374894,200.0,cold,0,1,,,synthetic,CONNECT_PROBLEM
,shop.example,https://shop.example/,8,0.0,43.936,58.51,2351.532,73.844,2527.822,663172,200.0,warm,0,1,,,synthetic,HTTP_PROBLEM
,media.example,https://media.example/,2,16.558,53.496,58.907,774.572,122.382,1025.916,1007393,200.0,cold,0,1,,,synthetic,HTTP_PROBLEM
,shop.example,https://shop.example/,11,0.0,47.904,145.237,525.418,73.614,792.174,387188,200.0,warm,0,1,,,synthetic,NORMAL
,cdn-far.example,https://cdn-far.example/,11,0.0,0.0,0.0,888.671,24.962,913.633,188535,200.0,warm,1,1,,,synthetic,HTTP_PROBLEM
,legacy.example,https://legacy.example/,14,46.964,46.122,163.632,3313.22,55.761,3625.699,547339,200.0,cold,0,1,,,synthetic,HTTP_PROBLEM
,media.example,https://media.example/,6,0.0,22.338,36.461,79.044,385.1,522.943,5880362,200.0,warm,0,1,,,synthetic,NORMAL
,api.example,https://api.example/,13,13.862,19.276,61.729,123.099,2.385,220.351,21631,200.0,cold,0,1,,,synthetic,NORMAL
,cdn-far.example,https://cdn-far.example/,23,0.0,708.636,244.001,55.018,85.575,1093.23,328832,200.0,warm,0,1,,,synthetic,CONNECT_PROBLEM
,legacy.example,https://legacy.example/,12,0.0,80.47,125.806,399.516,47.729,653.52,486624,200.0,warm,0,1,,,synthetic,NORMAL
,api.example,https://api.example/,0,0.0,23.777,85.553,89.821,1.379,200.531,13130,200.0,warm,0,1,,,synthetic,NORMAL
,shop.example,https://shop.example/,12,25.744,11.589,59.454,2477.081,38.402,2612.269,451864,200.0,cold,0,1,,,synthetic,HTTP_PROBLEM
,legacy.example,https://legacy.example/,6,0.0,43.859,95.087,480.329,40.371,659.645,311321,200.0,warm,0,1,,,synthetic,NORMAL
,shop.example,https://shop.example/,1,15.873,0.0,0.0,145.547,52.498,213.919,575401,200.0,cold,1,1,,,synthetic,NORMAL
,cdn-far.example,https://cdn-far.example/,10,18.153,0.0,0.0,295.573,28.979,342.704,243200,200.0,cold,1,1,,,synthetic,HTTP_PROBLEM
,legacy.example,https://legacy.example/,18,29.71,642.348,124.81,307.402,50.503,1154.773,178262,200.0,cold,0,1,,,synthetic,CONNECT_PROBLEM
,media.example,https://media.example/,8,17.034,389.12,308.077,104.64,628.283,1447.154,1286110,200.0,cold,0,1,,,synthetic,CONNECT_PROBLEM
,cdn-far.example,https://cdn-far.example/,10,0.0,72.693,315.534,88.009,36.57,512.807,198540,200.0,warm,0,1,,,synthetic,NORMAL
,cdn-near.example,https://cdn-near.example/,10,24.594,33.34,41.392,17.053,36.229,152.608,128744,200.0,cold,0,1,,,synthetic,CONNECT_PROBLEM
,api.example,https://api.example/,4,17.447,9.482,33.384,819.219,0.125,879.657,1226,502.0,cold,0,0,HTTP,,synthetic,HTTP_PROBLEM
,legacy.example,https://legacy.example/,17,86.941,0.0,0.0,412.189,88.503,587.634,530845,200.0,cold,1,1,,,synthetic,NORMAL
,cdn-near.example,https://cdn-near.example/,20,0.0,9.392,48.16,89.589,7.406,154.547,61025,200.0,warm,0,1,,,synthetic,NORMAL
,media.example,https://media.example/,19,36.841,82.596,234.316,78.836,195.824,628.412,1729949,200.0,cold,0,1,,,synthetic,NORMAL
,cdn-near.example,https://cdn-near.example/,19,8.497,0.0,0.0,154.476,22.836,185.809,126400,200.0,cold,1,1,,,synthetic,NORMAL
,legacy.example,https://legacy.example/,5,0.0,78.115,103.361,192.834,59.127,433.436,320422,200.0,warm,0,1,,,synthetic,NORMAL
,media.example,https://media.example/,1,0.0,834.006,88.299,82.443,123.362,1128.11,908543,200.0,warm,0,1,,,synthetic,CONNECT_PROBLEM
,cdn-near.example,https://cdn-near.example/,23,9.588,25.235,56.846,82.647,18.574,192.89,96835,200.0,cold,0,1,,,synthetic,NORMAL
,cdn-near.example,https://cdn-near.example/,12,0.0,10.425,27.581,30.584,3.887,72.477,66336,200.0,warm,0,1,,,synthetic,NORMAL
,shop.example,https://shop.example/,5,0.0,152.473,84.705,139.998,21.25,398.426,188556,200.0,warm,0,1,,,synthetic,CONNECT_PROBLEM
,cdn-near.example,https://cdn-near.example/,8,0.0,0.0,0.0,58.583,20.132,78.715,106090,200.0,warm,1,1,,,synthetic,NORMAL
,api.example,https://api.example/,2,0.0,33.021,134.163,265.927,2.772,435.883,22779,200.0,warm,0,1,,,synthetic,NORMAL
,legacy.example,https://legacy.example/,17,0.0,0.0,0.0,209.794,27.052,236.846,243646,200.0,warm,1,1,,,synthetic,NORMAL
,media.example,https://media.example/,9,0.0,60.294,296.709,123.859,350.937,831.799,1871178,200.0,warm,0,1,,,synthetic,NORMAL
,cdn-far.example,https://cdn-far.example/,20,49.043,245.37,334.407,220.525,14.918,864.264,109678,200.0,cold,0,1,,,synthetic,NORMAL
,cdn-far.example,https://cdn-far.example/,7,0.0,62.066,286.728,59.662,7.344,415.8,77067,200.0,warm,0,1,,,synthetic,NORMAL
,media.example,https://media.example/,5,16.545,35.308,667.705,71.342,265.35,1056.25,3210473,200.0,cold,0,1,,,synthetic,TLS_PROBLEM
,api.example,https://api.example/,10,0.0,31.984,40.472,135.19,2.024,209.67,14953,200.0,warm,0,1,,,synthetic,NORMAL
,cdn-far.example,https://cdn-far.example/,12,0.0,71.683,452.03,107.396,21.963,653.072,170396,200.0,warm,0,1,,,synthetic,NORMAL
,media.example,https://media.example/,23,0.0,0.0,0.0,174.513,350.687,525.201,2188437,200.0,warm,1,1,,,synthetic,NORMAL
,shop.example,https://shop.example/,6,0.0,66.079,77.507,186.185,139.593,469.364,980492,200.0,warm,0,1,,,synthetic,NORMAL
,cdn-far.example,https://cdn-far.example/,14,0.0,96.288,207.261,98.163,23.178,424.889,359622,200.0,warm,0,1,,,synthetic,NORMAL
,shop.example,https://shop.example/,23,0.0,70.422,159.527,1606.301,88.522,1924.773,789165,200.0,warm,0,1,,,synthetic,HTTP_PROBLEM
,shop.example,https://shop.example/,6,0.0,18.282,61.062,195.957,27.722,303.023,339578,200.0,warm,0,1,,,synthetic,NORMAL
,media.example,https://media.example/,8,0.0,616.981,168.29,83.374,328.499,1197.143,804627,200.0,warm,0,1,,,synthetic,CONNECT_PROBLEM
,api.example,https://api.example/,21,0.0,21.267,396.233,133.521,9.197,560.218,59768,200.0,warm,0,1,,,synthetic,TLS_PROBLEM
,media.example,https://media.example/,7,0.0,29.245,834.956,35.43,237.934,1137.566,1968470,200.0,warm,0,1,,,synthetic,TLS_PROBLEM
,api.example,https://api.example/,22,0.0,7464.593,0.0,0.0,0.0,7464.593,0,,warm,0,0,CONNECT,,synthetic,CONNECT_PROBLEM
,cdn-near.example,https://cdn-near.example/,3,0.0,8.646,40.992,78.487,10.469,138.594,82730,200.0,warm,0,1,,,synthetic,NORMAL
,media.example,https://media.example/,17,0.0,57.924,91.474,64.791,652.815,867.004,2287284,200.0,warm,0,1,,,synthetic,NORMAL
,cdn-near.example,https://cdn-near.example/,7,0.0,0.0,0.0,248.032,6.81,254.843,68431,200.0,warm,1,1,,,synthetic,HTTP_PROBLEM
,cdn-near.example,https://cdn-near.example/,16,0.0,9.964,3233.563,0.0,0.0,3243.527,0,,warm,0,0,TLS,,synthetic,TLS_PROBLEM
,media.example,https://media.example/,18,121.618,123.846,112.579,91.906,174.574,624.523,1567540,200.0,cold,0,1,,,synthetic,DNS_PROBLEM
,cdn-near.example,https://cdn-near.example/,21,0.0,81.809,54.1,34.189,25.423,195.521,79223,200.0,warm,0,1,,,synthetic,CONNECT_PROBLEM
,cdn-near.example,https://cdn-near.example/,19,0.0,11.479,41.969,33.652,32.401,119.501,129659,200.0,warm,0,1,,,synthetic,NORMAL
,api.example,https://api.example/,23,22.277,30.088,84.669,68.255,3.398,208.687,21841,200.0,cold,0,1,,,synthetic,NORMAL
,cdn-far.example,https://cdn-far.example/,0,453.859,115.871,103.047,36.324,3.582,712.683,45772,200.0,cold,0,1,,,synthetic,DNS_PROBLEM
,legacy.example,https://legacy.example/,15,44.913,458.31,120.776,273.063,72.297,969.361,288007,200.0,cold,0,1,,,synthetic,CONNECT_PROBLEM
,cdn-near.example,https://cdn-near.example/,15,158.096,8.327,63.371,62.987,14.524,307.305,81582,200.0,cold,0,1,,,synthetic,DNS_PROBLEM
,shop.example,https://shop.example/,17,15.815,30.913,62.051,3656.508,67.072,3832.359,668904,200.0,cold,0,1,,,synthetic,HTTP_PROBLEM
,api.example,https://api.example/,23,34.444,16.125,357.054,155.187,9.589,572.399,62010,200.0,cold,0,1,,,synthetic,TLS_PROBLEM
,cdn-far.example,https://cdn-far.example/,21,0.0,204.061,326.953,102.145,14.439,647.598,63046,200.0,warm,0,1,,,synthetic,NORMAL
,cdn-far.example,https://cdn-far.example/,18,0.0,0.0,0.0,41.708,14.092,55.8,150701,200.0,warm,1,1,,,synthetic,NORMAL
,cdn-near.example,https://cdn-near.example/,20,0.0,9.53,79.504,42.497,31.97,163.502,158180,200.0,warm,0,1,,,synthetic,NORMAL
,legacy.example,https://legacy.example/,22,0.0,0.0,0.0,2855.025,105.497,2960.522,399657,200.0,warm,1,1,,,synthetic,HTTP_PROBLEM
,legacy.example,https://legacy.example/,18,0.0,338.008,79.19,164.347,69.827,651.372,527881,200.0,warm,0,1,,,synthetic,CONNECT_PROBLEM
,cdn-near.example,https://cdn-near.example/,8,0.0,19.008,38.891,65.67,46.379,169.949,165432,200.0,warm,0,1,,,synthetic,NORMAL
,api.example,https://api.example/,21,0.0,21.119,868.087,140.794,5.818,1035.819,32262,200.0,warm,0,1,,,synthetic,TLS_PROBLEM
,shop.example,https://shop.example/,7,0.0,49.96,100.488,142.723,30.045,323.216,313196,200.0,warm,0,1,,,synthetic,NORMAL
,shop.example,https://shop.example/,6,0.0,17.322,89.116,823.616,27.089,957.143,350296,200.0,warm,0,1,,,synthetic,HTTP_PROBLEM
,api.example,https://api.example/,16,0.0,19.349,92.46,104.512,8.992,225.313,36240,200.0,warm,0,1,,,synthetic,NORMAL
,cdn-far.example,https://cdn-far.example/,23,0.0,163.305,282.155,132.722,28.903,607.085,213233,200.0,warm,0,1,,,synthetic,NORMAL
,shop.example,https://shop.example/,2,0.0,37.553,2459.721,0.0,0.0,2497.274,0,,warm,0,0,TLS,,synthetic,TLS_PROBLEM
,api.example,https://api.example/,13,0.0,0.0,0.0,144.801,3.151,147.952,16166,200.0,warm,1,1,,,synthetic,NORMAL
,api.example,https://api.example/,11,16.784,13.574,391.397,46.561,2.118,470.435,14773,200.0,cold,0,1,,,synthetic,TLS_PROBLEM
,media.example,https://media.example/,9,22.064,70.644,415.846,165.507,156.723,830.784,1073197,200.0,cold,0,1,,,synthetic,NORMAL
,cdn-far.example,https://cdn-far.example/,10,35.448,122.747,299.548,86.458,21.372,565.574,156273,200.0,cold,0,1,,,synthetic,NORMAL
,legacy.example,https://legacy.example/,12,39.715,0.0,0.0,395.159,52.588,487.463,391353,200.0,cold,1,1,,,synthetic,NORMAL
,cdn-near.example,https://cdn-near.example/,11,0.0,6.952,42.828,53.648,24.111,127.539,177370,200.0,warm,0,1,,,synthetic,NORMAL
,cdn-far.example,https://cdn-far.example/,10,28.938,146.331,1438.923,59.532,28.774,1702.498,212726,200.0,cold,0,1,,,synthetic,TLS_PROBLEM
,api.example,https://api.example/,2,0.0,17.593,93.852,124.549,1.082,237.075,16386,200.0,warm,0,1,,,synthetic,NORMAL
,shop.example,https://shop.example/,2,25.628,45.612,106.861,209.577,47.571,435.249,627702,200.0,cold,0,1,,,synthetic,NORMAL
,api.example,https://api.example/,21,13.442,32.05,2575.596,0.0,0.0,2621.088,0,,cold,0,0,TLS,,synthetic,TLS_PROBLEM
,cdn-near.example,https://cdn-near.example/,21,79.037,15.445,58.207,87.583,26.746,267.017,134683,200.0,cold,0,1,,,synthetic,DNS_PROBLEM
,api.example,https://api.example/,19,0.0,0.0,0.0,152.515,2.479,154.995,16209,200.0,warm,1,1,,,synthetic,NORMAL
,legacy.example,https://legacy.example/,4,361.727,133.767,791.316,666.441,65.564,2018.814,515929,200.0,cold,0,1,,,synthetic,DNS_PROBLEM
,cdn-far.example,https://cdn-far.example/,22,24.866,0.0,0.0,58.178,16.514,99.558,102513,200.0,cold,1,1,,,synthetic,NORMAL
,cdn-near.example,https://cdn-near.example/,17,7.63,6.585,54.209,161.346,10.952,240.723,114073,200.0,cold,0,1,,,synthetic,HTTP_PROBLEM
,api.example,https://api.example/,8,0.0,0.0,0.0,163.044,6.575,169.618,24452,200.0,warm,1,1,,,synthetic,NORMAL
,api.example,https://api.example/,12,0.0,16.166,34.671,91.024,4.34,146.201,21421,200.0,warm,0,1,,,synthetic,NORMAL
,cdn-near.example,https://cdn-near.example/,7,15.416,10.381,44.337,1236.775,19.335,1326.244,61015,200.0,cold,0,1,,,synthetic,HTTP_PROBLEM
,media.example,https://media.example/,22,0.0,746.169,113.228,79.996,270.109,1209.502,1261580,200.0,warm,0,1,,,synthetic,CONNECT_PROBLEM
,legacy.example,https://legacy.example/,4,0.0,31.071,96.802,274.994,17.231,420.1,263969,200.0,warm,0,1,,,synthetic,NORMAL
,media.example,https://media.example/,14,19.066,42.399,102.319,80.742,94.77,339.295,1206627,200.0,cold,0,1,,,synthetic,NORMAL
,api.example,https://api.example/,9,0.0,25.087,69.438,161.5,9.209,265.234,65530,200.0,warm,0,1,,,synthetic,NORMAL
,cdn-far.example,https://cdn-far.example/,17,0.0,0.0,0.0,59.48,24.436,83.917,200289,200.0,warm,1,1,,,synthetic,NORMAL
,cdn-far.example,https://cdn-far.example/,15,0.0,115.51,235.504,38.516,11.978,401.508,94629,200.0,warm,0,1,,,synthetic,NORMAL
,media.example,https://media.example/,21,0.0,66.938,181.417,96.062,117.965,462.382,1330014,200.0,warm,0,1,,,synthetic,NORMAL
,legacy.example,https://legacy.example/,9,0.0,0.0,0.0,4297.634,119.474,4417.108,312692,200.0,warm,1,1,,,synthetic,HTTP_PROBLEM
,api.example,https://api.example/,1,0.0,25.523,114.156,296.43,3.821,439.929,37166,200.0,warm,0,1,,,synthetic,NORMAL
,shop.example,https://shop.example/,22,0.0,64.137,72.836,377.059,70.482,584.514,246083,200.0,warm,0,1,,,synthetic,NORMAL
,cdn-far.example,https://cdn-far.example/,23,18.218,165.032,252.017,103.606,11.443,550.317,78817,200.0,cold,0,1,,,synthetic,NORMAL
,api.example,https://api.example/,8,11.921,0.0,0.0,107.457,3.957,123.335,23891,200.0,cold,1,1,,,synthetic,NORMAL
,cdn-near.example,https://cdn-near.example/,13,0.0,0.0,0.0,36.199,9.066,45.265,60371,200.0,warm,1,1,,,synthetic,NORMAL
,legacy.example,https://legacy.example/,18,0.0,154.313,165.289,337.977,40.246,697.824,243886,200.0,warm,0,1,,,synthetic,CONNECT_PROBLEM
,media.example,https://media.example/,22,157.0,82.384,229.0,110.535,210.162,789.08,1581983,200.0,cold,0,1,,,synthetic,DNS_PROBLEM
,legacy.example,https://legacy.example/,20,50.486,0.0,0.0,519.281,217.485,787.253,1100867,200.0,cold,1,1,,,synthetic,NORMAL
,media.example,https://media.example/,6,0.0,127.845,116.458,154.59,277.994,676.887,1454592,200.0,warm,0,1,,,synthetic,NORMAL
,shop.example,https://shop.example/,9,15.088,77.671,225.24,489.33,30.867,838.196,177545,200.0,cold,0,1,,,synthetic,NORMAL
,api.example,https://api.example/,23,0.0,18.124,72.698,146.584,8.878,246.284,43798,200.0,warm,0,1,,,synthetic,NORMAL
,api.example,https://api.example/,4,16.497,0.0,0.0,800.433,7.357,824.287,46631,200.0,cold,1,1,,,synthetic,HTTP_PROBLEM
,legacy.example,https://legacy.example/,17,42.978,33.225,155.082,338.944,43.502,613.731,480077,200.0,cold,0,1,,,synthetic,NORMAL
,shop.example,https://shop.example/,17,0.0,0.0,0.0,1276.619,0.259,1276.878,3251,503.0,warm,1,0,HTTP,,synthetic,HTTP_PROBLEM
,api.example,https://api.example/,2,0.0,8.716,63.723,156.335,2.947,231.72,48573,200.0,warm,0,1,,,synthetic,NORMAL
,api.example,https://api.example/,6,0.0,14.655,69.627,123.091,1.689,209.062,16754,200.0,warm,0,1,,,synthetic,NORMAL
,legacy.example,https://legacy.example/,7,0.0,62.958,308.582,438.906,0.175,810.621,1896,502.0,warm,0,0,HTTP,,synthetic,HTTP_PROBLEM
,api.example,https://api.example/,13,0.0,0.0,0.0,96.997,2.29,99.287,20843,200.0,warm,1,1,,,synthetic,NORMAL
,cdn-near.example,https://cdn-near.example/,13,13.15,7.563,72.479,42.921,9.891,146.004,80150,200.0,cold,0,1,,,synthetic,NORMAL
,media.example,https://media.example/,1,0.0,0.0,0.0,64.12,108.323,172.443,767943,200.0,warm,1,1,,,synthetic,NORMAL
,legacy.example,https://legacy.example/,9,77.309,93.135,221.642,511.844,115.747,1019.677,664737,200.0,cold,0,1,,,synthetic,NORMAL
,legacy.example,https://legacy.example/,16,0.0,62.417,182.928,957.882,0.237,1203.464,1712,503.0,warm,0,0,HTTP,,synthetic,HTTP_PROBLEM
,cdn-far.example,https://cdn-far.example/,20,148.376,232.523,404.702,145.102,30.962,961.664,160995,200.0,cold,0,1,,,synthetic,DNS_PROBLEM
,legacy.example,https://legacy.example/,7,0.0,80.622,223.933,200.242,38.501,543.298,323024,200.0,warm,0,1,,,synthetic,NORMAL
,cdn-far.example,https://cdn-far.example/,1,23.76,0.0,0.0,49.869,27.647,101.276,212763,200.0,cold,1,1,,,synthetic,NORMAL
,legacy.example,https://legacy.example/,15,24.527,0.0,0.0,3537.01,52.446,3613.984,316593,200.0,cold,1,1,,,synthetic,HTTP_PROBLEM
,cdn-near.example,https://cdn-near.example/,22,12.12,10.585,34.356,21.203,7.02,85.283,52202,200.0,cold,0,1,,,synthetic,NORMAL
,api.example,https://api.example/,3,14.898,103.512,57.892,80.833,5.454,262.59,39361,200.0,cold,0,1,,,synthetic,CONNECT_PROBLEM
,api.example,https://api.example/,16,7.234,41.027,60.233,172.809,1.094,282.397,9261,200.0,cold,0,1,,,synthetic,NORMAL
,media.example,https://media.example/,4,539.877,46.833,138.421,125.369,350.51,1201.009,1987228,200.0,cold,0,1,,,synthetic,DNS_PROBLEM
,media.example,https://media.example/,10,0.0,44.371,683.393,76.579,390.993,1195.336,2429287,200.0,warm,0,1,,,synthetic,TLS_PROBLEM
,cdn-far.example,https://cdn-far.example/,11,0.0,246.322,197.48,2237.268,0.251,2681.321,2166,502.0,warm,0,0,HTTP,,synthetic,HTTP_PROBLEM
,media.example,https://media.example/,8,0.0,0.0,0.0,770.592,0.338,770.931,1400,503.0,warm,1,0,HTTP,,synthetic,HTTP_PROBLEM
,api.example,https://api.example/,20,0.0,36.88,144.027,116.373,3.506,300.787,26763,200.0,warm,0,1,,,synthetic,NORMAL
,cdn-far.example,https://cdn-far.example/,14,25.278,115.047,134.934,70.047,16.597,361.903,286066,200.0,cold,0,1,,,synthetic,NORMAL
,legacy.example,https://legacy.example/,14,30.527,26.649,96.817,333.405,27.6,514.998,354780,200.0,cold,0,1,,,synthetic,NORMAL
,legacy.example,https://legacy.example/,16,138.05,67.821,147.376,356.789,36.636,746.672,275488,200.0,cold,0,1,,,synthetic,DNS_PROBLEM
,media.example,https://media.example/,5,24.591,47.855,75.624,531.036,74.064,753.169,916027,200.0,cold,0,1,,,synthetic,HTTP_PROBLEM
,legacy.example,https://legacy.example/,0,0.0,493.211,65.518,464.253,53.266,1076.247,271868,200.0,warm,0,1,,,synthetic,CONNECT_PROBLEM
,shop.example,https://shop.example/,6,4134.147,0.0,0.0,0.0,0.0,4134.147,0,,cold,0,0,DNS,,synthetic,DNS_PROBLEM
,api.example,https://api.example/,20,0.0,0.0,0.0,212.969,2.673,215.641,9741,200.0,warm,1,1,,,synthetic,NORMAL
,legacy.example,https://legacy.example/,5,27.973,587.296,82.062,480.045,86.294,1263.67,379391,200.0,cold,0,1,,,synthetic,CONNECT_PROBLEM
,media.example,https://media.example/,4,20.307,0.0,0.0,138.927,82.052,241.286,751263,200.0,cold,1,1,,,synthetic,NORMAL
,cdn-near.example,https://cdn-near.example/,22,0.0,0.0,0.0,35.246,14.578,49.824,67283,200.0,warm,1,1,,,synthetic,NORMAL
,shop.example,https://shop.example/,21,0.0,39.128,78.846,291.081,127.521,536.576,908038,200.0,warm,0,1,,,synthetic,NORMAL
,cdn-near.example,https://cdn-near.example/,16,8.656,6.014,26.265,62.293,22.307,125.534,159103,200.0,cold,0,1,,,synthetic,NORMAL
,cdn-far.example,https://cdn-far.example/,15,30.162,446.311,302.386,64.021,16.24,859.12,93447,200.0,cold,0,1,,,synthetic,CONNECT_PROBLEM
,cdn-far.example,https://cdn-far.example/,20,0.0,145.094,203.912,92.197,14.379,455.582,108959,200.0,warm,0,1,,,synthetic,NORMAL
,shop.example,https://shop.example/,1,128.552,24.253,89.409,177.562,25.361,445.137,338710,200.0,cold,0,1,,,synthetic,DNS_PROBLEM
,media.example,https://media.example/,17,0.0,0.0,0.0,72.827,277.967,350.794,3555324,200.0,warm,1,1,,,synthetic,NORMAL
,cdn-near.example,https://cdn-near.example/,16,6354.558,0.0,0.0,0.0,0.0,6354.558,0,,cold,0,0,DNS,,synthetic,DNS_PROBLEM
,cdn-far.example,https://cdn-far.example/,18,0.0,0.0,0.0,73.07,18.354,91.423,172264,200.0,warm,1,1,,,synthetic,NORMAL
,media.example,https://media.example/,20,0.0,477.343,160.67,99.983,282.596,1020.592,1976325,200.0,warm,0,1,,,synthetic,CONNECT_PROBLEM
,cdn-near.example,https://cdn-near.example/,4,18.255,7.066,51.214,45.332,11.733,133.6,127452,200.0,cold,0,1,,,synthetic,NORMAL
,media.example,https://media.example/,19,0.0,94.979,193.597,1301.013,346.313,1935.902,2423374,200.0,warm,0,1,,,synthetic,HTTP_PROBLEM
,legacy.example,https://legacy.example/,6,52.846,269.307,64.073,409.829,48.316,844.371,332573,200.0,cold,0,1,,,synthetic,CONNECT_PROBLEM
,api.example,https://api.example/,12,0.0,16.794,50.083,453.054,1.76,521.691,21555,200.0,warm,0,1,,,synthetic,HTTP_PROBLEM
,shop.example,https://shop.example/,15,0.0,137.28,113.324,131.935,49.45,431.989,334694,200.0,warm,0,1,,,synthetic,CONNECT_PROBLEM
,cdn-far.example,https://cdn-far.example/,1,0.0,86.23,247.569,66.268,11.916,411.983,115448,200.0,warm,0,1,,,synthetic,NORMAL
,shop.example,https://shop.example/,2,0.0,48.287,69.7,1427.7,33.554,1579.24,219784,200.0,warm,0,1,,,synthetic,HTTP_PROBLEM
,cdn-near.example,https://cdn-near.example/,3,0.0,10.059,32.763,413.694,9.45,465.966,91119,200.0,warm,0,1,,,synthetic,HTTP_PROBLEM
,shop.example,https://shop.example/,17,9.849,27.333,913.747,182.526,105.45,1238.904,582211,200.0,cold,0,1,,,synthetic,TLS_PROBLEM
,api.example,https://api.example/,3,0.0,31.41,52.455,72.431,2.032,158.328,23424,200.0,warm,0,1,,,synthetic,NORMAL
,cdn-near.example,https://cdn-near.example/,2,0.0,7.28,58.628,410.148,8.415,484.471,117473,200.0,warm,0,1,,,synthetic,HTTP_PROBLEM
,shop.example,https://shop.example/,8,13.262,0.0,0.0,214.016,39.401,266.679,486468,200.0,cold,1,1,,,synthetic,NORMAL
,media.example,https://media.example/,8,0.0,42.751,120.227,78.838,134.741,376.557,2137097,200.0,warm,0,1,,,synthetic,NORMAL
,media.example,https://media.example/,7,190.26,37.592,157.889,79.255,265.098,730.094,2715248,200.0,cold,0,1,,,synthetic,DNS_PROBLEM
,cdn-near.example,https://cdn-near.example/,6,0.0,12.232,40.249,34.381,7.867,94.729,82394,200.0,warm,0,1,,,synthetic,NORMAL
,shop.example,https://shop.example/,17,0.0,34.327,76.779,140.894,59.072,311.071,577155,200.0,warm,0,1,,,synthetic,NORMAL
,legacy.example,https://legacy.example/,3,5148.151,0.0,0.0,0.0,0.0,5148.151,0,,cold,0,0,DNS,,synthetic,DNS_PROBLEM
,cdn-near.example,https://cdn-near.example/,5,15.943,8.144,41.214,46.45,25.416,137.167,131897,200.0,cold,0,1,,,synthetic,NORMAL
,media.example,https://media.example/,22,0.0,47.383,122.435,110.996,232.195,513.01,2316981,200.0,warm,0,1,,,synthetic,NORMAL
,shop.example,https://shop.example/,20,20.914,0.0,0.0,285.108,89.501,395.524,582985,200.0,cold,1,1,,,synthetic,NORMAL
,api.example,https://api.example/,3,0.0,38.762,53.383,634.63,1.887,728.662,14592,200.0,warm,0,1,,,synthetic,HTTP_PROBLEM
,shop.example,https://shop.example/,19,15.773,61.904,168.263,3638.079,61.62,3945.639,430385,200.0,cold,0,1,,,synthetic,HTTP_PROBLEM
,legacy.example,https://legacy.example/,5,36.384,61.913,148.114,331.961,18.701,597.073,168465,200.0,cold,0,1,,,synthetic,NORMAL
,media.example,https://media.example/,18,0.0,55.813,208.528,161.896,461.808,888.045,3675523,200.0,warm,0,1,,,synthetic,NORMAL
,shop.example,https://shop.example/,20,16.093,65.263,194.337,199.146,140.446,615.284,490724,200.0,cold,0,1,,,synthetic,NORMAL
,cdn-far.example,https://cdn-far.example/,14,0.0,315.695,3136.756,0.0,0.0,3452.452,0,,warm,0,0,TLS,,synthetic,TLS_PROBLEM
,cdn-far.example,https://cdn-far.example/,18,0.0,0.0,0.0,42.867,8.43,51.297,96367,200.0,warm,1,1,,,synthetic,NORMAL
,cdn-far.example,https://cdn-far.example/,22,147.019,178.422,238.398,210.098,6.104,780.041,61562,200.0,cold,0,1,,,synthetic,DNS_PROBLEM
,api.example,https://api.example/,14,31.485,151.886,41.442,60.936,6.604,292.353,22895,200.0,cold,0,1,,,synthetic,CONNECT_PROBLEM
