ts,host,url,hour,dns_ms,tcp_ms,tls_ms,server_ms,transfer_ms,total_ms,response_size,http_status,cache_state,conn_reuse,success,error_stage,error_type,source,cause,dns_share,tcp_share,tls_share,server_share,transfer_share,log_total,log_size,is_peak_hour,cache_warm,handshake_ms,tls_over_tcp,label,label_source
,api.example,https://api.example/,0,0.0,23.777,85.553,89.821,1.379,200.531,13130,200.0,warm,0,1,,,synthetic,NORMAL,0.0,0.11857019612927677,0.42663229126668695,0.4479157835945564,0.006876742249328034,5.305943215707478,9.482731125859004,0,1,109.33,3.4529200468176127,NORMAL,ground_truth
,shop.example,https://shop.example/,12,25.744,11.589,59.454,2477.081,38.402,2612.269,451864,200.0,cold,0,1,,,synthetic,HTTP_PROBLEM,0.009855034071912197,0.004436373130026043,0.022759524382825812,0.9482488212354855,0.01470062998871862,7.868357207026393,13.021138741636463,0,0,71.043,4.72269441575979,HTTP_PROBLEM,ground_truth
,legacy.example,https://legacy.example/,6,0.0,43.859,95.087,480.329,40.371,659.645,311321,200.0,warm,0,1,,,synthetic,NORMAL,0.0,0.06648879321453206,0.14414874667434757,0.728162875486057,0.06120110059198509,6.493216630527643,12.648583025310687,0,1,138.946,2.119686127644397,NORMAL,ground_truth
,shop.example,https://shop.example/,1,15.873,0.0,0.0,145.547,52.498,213.919,575401,200.0,cold,1,1,,,synthetic,NORMAL,0.07420098261491498,0.0,0.0,0.6803836966328376,0.24541064608566793,5.370261212955696,13.262824205936436,0,0,0.0,0.0,NORMAL,ground_truth
,cdn-far.example,https://cdn-far.example/,10,18.153,0.0,0.0,295.573,28.979,342.704,243200,200.0,cold,1,1,,,synthetic,HTTP_PROBLEM,0.05296990989308557,0.0,0.0,0.8624731546757551,0.08455985340118585,5.839780821844511,12.4016435409078,0,0,0.0,0.0,HTTP_PROBLEM,ground_truth
,legacy.example,https://legacy.example/,18,29.71,642.348,124.81,307.402,50.503,1154.773,178262,200.0,cold,0,1,,,synthetic,CONNECT_PROBLEM,0.025728000221688595,0.5562547790777927,0.1080818481207995,0.26620123608709245,0.043734136492626696,7.052524663167835,12.091015266893484,0,0,767.1579999999999,0.19400075853192986,CONNECT_PROBLEM,ground_truth
,media.example,https://media.example/,8,17.034,389.12,308.077,104.64,628.283,1447.154,1286110,200.0,cold,0,1,,,synthetic,CONNECT_PROBLEM,0.011770689228651546,0.26888637974949453,0.21288473790626292,0.07230743929118809,0.43415075382440294,7.27804492088168,14.06713349420726,1,0,697.197,0.789698041628217,CONNECT_PROBLEM,ground_truth
,cdn-far.example,https://cdn-far.example/,10,0.0,72.693,315.534,88.009,36.57,512.807,198540,200.0,warm,0,1,,,synthetic,NORMAL,0.0,0.14175508524649624,0.6153075133529768,0.17162207224160356,0.07131337910753949,6.241847708561179,12.198750906899438,0,1,388.227,4.281736392873136,NORMAL,ground_truth
,cdn-near.example,https://cdn-near.example/,10,24.594,33.34,41.392,17.053,36.229,152.608,128744,200.0,cold,0,1,,,synthetic,CONNECT_PROBLEM,0.16115799958062488,0.21846823233382262,0.27123086600964563,0.11174381421681695,0.23739908785908995,5.034403902690616,11.76558898282043,0,0,74.732,1.2053581828771112,CONNECT_PROBLEM,ground_truth
,api.example,https://api.example/,4,17.447,9.482,33.384,819.219,0.125,879.657,1226,502.0,cold,0,0,HTTP,,synthetic,HTTP_PROBLEM,0.019833867064094297,0.0107792014387426,0.03795115596192607,0.931293674693659,0.00014210084157802416,6.780668219820988,7.112327444710911,0,0,42.866,3.1848883800801375,HTTP_PROBLEM,ground_truth
,legacy.example,https://legacy.example/,17,86.941,0.0,0.0,412.189,88.503,587.634,530845,200.0,cold,1,1,,,synthetic,NORMAL,0.14795093544621313,0.0,0.0,0.7014383102407281,0.15060905257354068,6.37780459831729,13.182227239328089,0,0,0.0,0.0,NORMAL,ground_truth
,cdn-near.example,https://cdn-near.example/,20,0.0,9.392,48.16,89.589,7.406,154.547,61025,200.0,warm,0,1,,,synthetic,NORMAL,0.0,0.06077115699431241,0.3116204132076326,0.5796877325344394,0.0479206972636156,5.0469479367545755,11.019055281853651,1,1,57.55199999999999,4.634334103156274,NORMAL,ground_truth
,media.example,https://media.example/,19,36.841,82.596,234.316,78.836,195.824,628.412,1729949,200.0,cold,0,1,,,synthetic,NORMAL,0.058625551389852516,0.1314360642381113,0.3728700279434511,0.12545272846476516,0.3116172192765256,6.4447860502254875,14.363603064322195,1,0,316.91200000000003,2.8029570792860903,NORMAL,ground_truth
,cdn-near.example,https://cdn-near.example/,19,8.497,0.0,0.0,154.476,22.836,185.809,126400,200.0,cold,1,1,,,synthetic,NORMAL,0.04572975474815536,0.0,0.0,0.831369847531605,0.1229003977202396,5.23008670450565,11.747214672056005,1,0,0.0,0.0,NORMAL,ground_truth
,legacy.example,https://legacy.example/,5,0.0,78.115,103.361,192.834,59.127,433.436,320422,200.0,warm,0,1,,,synthetic,NORMAL,0.0,0.18022268570215672,0.2384688858332026,0.4448961323009626,0.1364146033093698,6.074048638114131,12.677397276868316,0,1,181.476,1.3064652720723,NORMAL,ground_truth
,media.example,https://media.example/,1,0.0,834.006,88.299,82.443,123.362,1128.11,908543,200.0,warm,0,1,,,synthetic,CONNECT_PROBLEM,0.0,0.7392949269131557,0.07827162244816553,0.07308063929935911,0.10935281133931975,7.029184990758718,13.719598597126058,0,1,922.305,0.10574654553380455,CONNECT_PROBLEM,ground_truth
,cdn-near.example,https://cdn-near.example/,23,9.588,25.235,56.846,82.647,18.574,192.89,96835,200.0,cold,0,1,,,synthetic,NORMAL,0.049707086940743425,0.13082585929804552,0.29470682772564677,0.42846700191819176,0.09629322411737261,5.267290987942913,11.480774104953143,1,0,82.08099999999999,2.1668000762340385,NORMAL,ground_truth
,cdn-near.example,https://cdn-near.example/,12,0.0,10.425,27.581,30.584,3.887,72.477,66336,200.0,warm,0,1,,,synthetic,NORMAL,0.0,0.14383873504698041,0.380548311878251,0.4219821460601294,0.053630807014639126,4.296972432077426,11.102503089892746,0,1,38.006,2.4140919037199122,NORMAL,ground_truth
,shop.example,https://shop.example/,5,0.0,152.473,84.705,139.998,21.25,398.426,188556,200.0,warm,0,1,,,synthetic,CONNECT_PROBLEM,0.0,0.3826883787704618,0.21259907736944877,0.35137767113591983,0.05333487272416961,5.990028516509424,12.147155627428292,0,1,237.178,0.5519211848338144,CONNECT_PROBLEM,ground_truth
,cdn-near.example,https://cdn-near.example/,8,0.0,0.0,0.0,58.583,20.132,78.715,106090,200.0,warm,1,1,,,synthetic,NORMAL,0.0,0.0,0.0,0.7442418852823477,0.2557581147176523,4.378457773859329,11.572052495367984,1,1,0.0,0.0,NORMAL,ground_truth
,api.example,https://api.example/,2,0.0,33.021,134.163,265.927,2.772,435.883,22779,200.0,warm,0,1,,,synthetic,NORMAL,0.0,0.07575656770280098,0.3077958993583141,0.6100880282094049,0.006359504729480159,6.07966542469452,10.033638237001172,0,1,167.18400000000003,3.9435348755180626,NORMAL,ground_truth
,legacy.example,https://legacy.example/,17,0.0,0.0,0.0,209.794,27.052,236.846,243646,200.0,warm,1,1,,,synthetic,NORMAL,0.0,0.0,0.0,0.8857823226906936,0.11421767730930646,5.471623405415036,12.40347573545216,0,1,0.0,0.0,NORMAL,ground_truth
,media.example,https://media.example/,9,0.0,60.294,296.709,123.859,350.937,831.799,1871178,200.0,warm,0,1,,,synthetic,NORMAL,0.0,0.07248626170505133,0.3567075699778432,0.14890496381938426,0.4219012044977212,6.724792316531547,14.442079271444369,1,1,357.003,4.840751133879336,NORMAL,ground_truth
,cdn-far.example,https://cdn-far.example/,20,49.043,245.37,334.407,220.525,14.918,864.264,109678,200.0,cold,0,1,,,synthetic,NORMAL,0.05674539261151685,0.2839063064063758,0.38692691122157113,0.2551593031758814,0.017260929530791516,6.763034662679266,11.6053131967621,1,0,579.777,1.3573365263627877,NORMAL,ground_truth
,cdn-far.example,https://cdn-far.example/,7,0.0,62.066,286.728,59.662,7.344,415.8,77067,200.0,warm,0,1,,,synthetic,NORMAL,0.0,0.14926887926887927,0.6895815295815296,0.14348725348725347,0.017662337662337664,6.032606490439157,11.252443428000651,0,1,348.794,4.546475121301493,NORMAL,ground_truth
,media.example,https://media.example/,5,16.545,35.308,667.705,71.342,265.35,1056.25,3210473,200.0,cold,0,1,,,synthetic,TLS_PROBLEM,0.01566390532544379,0.033427692307692304,0.6321467455621302,0.06754272189349113,0.25121893491124264,6.963426476352598,14.98192914775641,0,0,703.013,18.390024237082738,TLS_PROBLEM,ground_truth
,api.example,https://api.example/,10,0.0,31.984,40.472,135.19,2.024,209.67,14953,200.0,warm,0,1,,,synthetic,NORMAL,0.0,0.1525444746506415,0.1930271378833405,0.644775122812038,0.009653264653980064,5.350292928138379,9.61273410155986,0,1,72.456,1.227019160805239,NORMAL,ground_truth
,cdn-far.example,https://cdn-far.example/,12,0.0,71.683,452.03,107.396,21.963,653.072,170396,200.0,warm,0,1,,,synthetic,NORMAL,0.0,0.10976278266408605,0.6921595168679716,0.16444741161770832,0.033630288850233975,6.483217437140667,12.04588628758857,0,1,523.713,6.2191984370485525,NORMAL,ground_truth
,media.example,https://media.example/,23,0.0,0.0,0.0,174.513,350.687,525.201,2188437,200.0,warm,1,1,,,synthetic,NORMAL,0.0,0.0,0.0,0.33227849908892026,0.6677195968781476,6.265683269022478,14.59869860530546,1,1,0.0,0.0,NORMAL,ground_truth
,shop.example,https://shop.example/,6,0.0,66.079,77.507,186.185,139.593,469.364,980492,200.0,warm,0,1,,,synthetic,NORMAL,0.0,0.14078412490092976,0.16513196580905226,0.39667507520815404,0.29740883408186397,6.153506863043556,13.795810785378368,0,1,143.586,1.1554584892440258,NORMAL,ground_truth
,cdn-far.example,https://cdn-far.example/,14,0.0,96.288,207.261,98.163,23.178,424.889,359622,200.0,warm,0,1,,,synthetic,NORMAL,0.0,0.22661918759958483,0.4878003431484458,0.2310321048556211,0.05455071795221811,6.054178748936553,12.792811539489758,0,1,303.549,2.130386070224488,NORMAL,ground_truth
,shop.example,https://shop.example/,23,0.0,70.422,159.527,1606.301,88.522,1924.773,789165,200.0,warm,0,1,,,synthetic,HTTP_PROBLEM,0.0,0.03658717157815493,0.08288094232410782,0.834540488670612,0.04599087788534025,7.563082724560429,13.578731970600936,1,1,229.94899999999998,2.2335834896810507,HTTP_PROBLEM,ground_truth
,shop.example,https://shop.example/,6,0.0,18.282,61.062,195.957,27.722,303.023,339578,200.0,warm,0,1,,,synthetic,NORMAL,0.0,0.06033205400250145,0.2015094563778987,0.6466736848358045,0.09148480478379528,5.717103356439044,12.735461894051484,0,1,79.344,3.166787677626802,NORMAL,ground_truth
,media.example,https://media.example/,8,0.0,616.981,168.29,83.374,328.499,1197.143,804627,200.0,warm,0,1,,,synthetic,CONNECT_PROBLEM,0.0,0.5153778621267467,0.14057635553981437,0.06964414443387297,0.27440247322166195,7.088528137161236,13.598135337792893,1,1,785.271,0.27232228822568977,CONNECT_PROBLEM,ground_truth
,api.example,https://api.example/,21,0.0,21.267,396.233,133.521,9.197,560.218,59768,200.0,warm,0,1,,,synthetic,TLS_PROBLEM,0.0,0.03796200764702312,0.7072835931726579,0.23833757572944816,0.01641682345087091,6.330109421840813,10.998242410876934,1,1,417.5,17.794628822921812,TLS_PROBLEM,ground_truth
,media.example,https://media.example/,7,0.0,29.245,834.956,35.43,237.934,1137.566,1968470,200.0,warm,0,1,,,synthetic,TLS_PROBLEM,0.0,0.025708398457759813,0.7339846655051223,0.0311454456268911,0.209160611340353,7.037524854838033,14.492767657227947,0,1,864.201,27.60641428335262,TLS_PROBLEM,ground_truth
,api.example,https://api.example/,22,0.0,7464.593,0.0,0.0,0.0,7464.593,0,,warm,0,0,CONNECT,,synthetic,CONNECT_PROBLEM,0.0,1.0,0.0,0.0,0.0,8.918060144192724,0.0,1,1,7464.593,0.0,CONNECT_PROBLEM,ground_truth
,cdn-near.example,https://cdn-near.example/,3,0.0,8.646,40.992,78.487,10.469,138.594,82730,200.0,warm,0,1,,,synthetic,NORMAL,0.0,0.06238365297199014,0.2957703796701156,0.566308786816168,0.07553718054172619,4.938738209461914,11.323349659624773,0,1,49.638,4.249637155297532,NORMAL,ground_truth
,media.example,https://media.example/,17,0.0,57.924,91.474,64.791,652.815,867.004,2287284,200.0,warm,0,1,,,synthetic,NORMAL,0.0,0.0668093803488796,0.10550585695106367,0.0747297590322536,0.7529550036678032,6.766196322944663,14.642876082643525,0,1,149.398,1.5524064897155658,NORMAL,ground_truth
,cdn-near.example,https://cdn-near.example/,7,0.0,0.0,0.0,248.032,6.81,254.843,68431,200.0,warm,1,1,,,synthetic,HTTP_PROBLEM,0.0,0.0,0.0,0.9732737410876501,0.026722334927779062,5.544563975095693,11.13359583046669,0,1,0.0,0.0,HTTP_PROBLEM,ground_truth
,cdn-near.example,https://cdn-near.example/,16,0.0,9.964,3233.563,0.0,0.0,3243.527,0,,warm,0,0,TLS,,synthetic,TLS_PROBLEM,0.0,0.00307196456203386,0.9969280354379662,0.0,0.0,8.084724855801909,0.0,0,1,3243.527,294.9254834002189,TLS_PROBLEM,ground_truth
,media.example,https://media.example/,18,121.618,123.846,112.579,91.906,174.574,624.523,1567540,200.0,cold,0,1,,,synthetic,DNS_PROBLEM,0.1947374236016928,0.1983049463350429,0.18026397746760325,0.147161913972744,0.279531738622917,6.438588099814478,14.265018707446984,0,0,236.425,0.9017429473110872,DNS_PROBLEM,ground_truth
,cdn-near.example,https://cdn-near.example/,21,0.0,81.809,54.1,34.189,25.423,195.521,79223,200.0,warm,0,1,,,synthetic,CONNECT_PROBLEM,0.0,0.4184154131781241,0.2766966208233387,0.17486101237207258,0.1300269536264647,5.280769295828107,11.280034562201138,1,1,135.909,0.6533106304870244,CONNECT_PROBLEM,ground_truth
,cdn-near.example,https://cdn-near.example/,19,0.0,11.479,41.969,33.652,32.401,119.501,129659,200.0,warm,0,1,,,synthetic,NORMAL,0.0,0.09605777357511651,0.35120208199094566,0.28160433803901225,0.27113580639492557,4.791658051651462,11.772670918728986,1,1,53.448,3.3631701258113633,NORMAL,ground_truth
,api.example,https://api.example/,23,22.277,30.088,84.669,68.255,3.398,208.687,21841,200.0,cold,0,1,,,synthetic,NORMAL,0.10674838394341765,0.14417764403149214,0.4057224455763895,0.32706876805934243,0.016282758389358224,5.345615942662413,9.991590000757673,1,0,114.757,2.7235267627380337,NORMAL,ground_truth
,cdn-far.example,https://cdn-far.example/,0,453.859,115.871,103.047,36.324,3.582,712.683,45772,200.0,cold,0,1,,,synthetic,DNS_PROBLEM,0.6368315225703434,0.16258420644241547,0.14459023156157785,0.05096796191294025,0.0050260775127230475,6.570438886161316,10.73144967661659,0,0,218.918,0.8817157378648254,DNS_PROBLEM,ground_truth
,legacy.example,https://legacy.example/,15,44.913,458.31,120.776,273.063,72.297,969.361,288007,200.0,cold,0,1,,,synthetic,CONNECT_PROBLEM,0.04633258404247746,0.47279599653792553,0.12459341772569765,0.2816938168546083,0.07458212162445158,6.877668167209685,12.570743536510065,0,0,579.086,0.2629509481613725,CONNECT_PROBLEM,ground_truth
,cdn-near.example,https://cdn-near.example/,15,158.096,8.327,63.371,62.987,14.524,307.305,81582,200.0,cold,0,1,,,synthetic,DNS_PROBLEM,0.514459575991279,0.027096858170221765,0.2062153235385041,0.20496575063861636,0.047262491661378754,5.731089552730105,11.309376185914461,0,0,71.69800000000001,6.794360458882814,DNS_PROBLEM,ground_truth
,shop.example,https://shop.example/,17,15.815,30.913,62.051,3656.508,67.072,3832.359,668904,200.0,cold,0,1,,,synthetic,HTTP_PROBLEM,0.004126701073672899,0.00806631111542525,0.01619133280572097,0.9541141631042395,0.01750149190094143,8.25149672131299,13.41339732603745,0,0,92.964,1.944380033215304,HTTP_PROBLEM,ground_truth
,api.example,https://api.example/,23,34.444,16.125,357.054,155.187,9.589,572.399,62010,200.0,cold,0,1,,,synthetic,TLS_PROBLEM,0.06017480813208968,0.028170908754208166,0.6237851568573669,0.2711168258504994,0.01675230040583579,6.351581809464491,11.035067067645114,1,0,373.179,20.849868613138685,TLS_PROBLEM,ground_truth
,cdn-far.example,https://cdn-far.example/,21,0.0,204.061,326.953,102.145,14.439,647.598,63046,200.0,warm,0,1,,,synthetic,NORMAL,0.0,0.3151044320705129,0.5048703053437472,0.15772902325207921,0.0222962393336607,6.474813110303863,11.051635758976346,1,1,531.014,1.5944182462779366,NORMAL,ground_truth
,cdn-far.example,https://cdn-far.example/,18,0.0,0.0,0.0,41.708,14.092,55.8,150701,200.0,warm,1,1,,,synthetic,NORMAL,0.0,0.0,0.0,0.7474551971326165,0.2525448028673835,4.039536325727106,11.923059655926656,0,1,0.0,0.0,NORMAL,ground_truth
,cdn-near.example,https://cdn-near.example/,20,0.0,9.53,79.504,42.497,31.97,163.502,158180,200.0,warm,0,1,,,synthetic,NORMAL,0.0,0.05828674878594756,0.48625704884343923,0.25991730988000145,0.19553277635747573,5.102922728186229,11.971495225965171,1,1,89.034,7.550237416904085,NORMAL,ground_truth
,legacy.example,https://legacy.example/,22,0.0,0.0,0.0,2855.025,105.497,2960.522,399657,200.0,warm,1,1,,,synthetic,HTTP_PROBLEM,0.0,0.0,0.0,0.9643654058304584,0.035634594169541726,7.993458604357333,12.898364460369143,1,1,0.0,0.0,HTTP_PROBLEM,ground_truth
,legacy.example,https://legacy.example/,18,0.0,338.008,79.19,164.347,69.827,651.372,527881,200.0,warm,0,1,,,synthetic,CONNECT_PROBLEM,0.0,0.5189169936687484,0.12157415424672845,0.25230897244585276,0.10719987963867038,6.4806149513708995,13.176628052863453,0,1,417.198,0.2335933075325656,CONNECT_PROBLEM,ground_truth
,cdn-near.example,https://cdn-near.example/,8,0.0,19.008,38.891,65.67,46.379,169.949,165432,200.0,warm,0,1,,,synthetic,NORMAL,0.0,0.11184531830137275,0.22883924000729627,0.3864100406592566,0.2728995169138977,5.141365266404557,12.016321557995056,1,1,57.899,1.9437724910035985,NORMAL,ground_truth
,api.example,https://api.example/,21,0.0,21.119,868.087,140.794,5.818,1035.819,32262,200.0,warm,0,1,,,synthetic,TLS_PROBLEM,0.0,0.020388697253091517,0.8380682339289007,0.13592529196703287,0.0056168114313408036,6.943912651047382,10.381676341775822,1,1,889.206,39.24621366246214,TLS_PROBLEM,ground_truth
,shop.example,https://shop.example/,7,0.0,49.96,100.488,142.723,30.045,323.216,313196,200.0,warm,0,1,,,synthetic,NORMAL,0.0,0.1545715558635711,0.3109004504727489,0.4415715806148211,0.09295641304885897,5.78140996033549,12.654587664508849,0,1,150.448,1.9718995290423862,NORMAL,ground_truth
,shop.example,https://shop.example/,6,0.0,17.322,89.116,823.616,27.089,957.143,350296,200.0,warm,0,1,,,synthetic,HTTP_PROBLEM,0.0,0.018097609239162798,0.09310625476026048,0.8604941999262388,0.028301936074337897,6.86499703614237,12.766536645060981,0,1,106.438,4.863879489138741,HTTP_PROBLEM,ground_truth
,api.example,https://api.example/,16,0.0,19.349,92.46,104.512,8.992,225.313,36240,200.0,warm,0,1,,,synthetic,NORMAL,0.0,0.08587609236928184,0.4103624735368132,0.4638525074008158,0.039908926693089174,5.421918996857857,10.497946353595198,0,1,111.809,4.5437122217307975,NORMAL,ground_truth
,cdn-far.example,https://cdn-far.example/,23,0.0,163.305,282.155,132.722,28.903,607.085,213233,200.0,warm,0,1,,,synthetic,NORMAL,0.0,0.26899857515833864,0.46477017221641115,0.21862177454557435,0.047609478079675825,6.410314674826269,12.270145433230763,1,1,445.46,1.717263625574389,NORMAL,ground_truth
,shop.example,https://shop.example/,2,0.0,37.553,2459.721,0.0,0.0,2497.274,0,,warm,0,0,TLS,,synthetic,TLS_PROBLEM,0.0,0.015037596995764181,0.9849624030042359,0.0,0.0,7.823355372420462,0.0,0,1,2497.274,63.80102715741966,TLS_PROBLEM,ground_truth
,api.example,https://api.example/,13,0.0,0.0,0.0,144.801,3.151,147.952,16166,200.0,warm,1,1,,,synthetic,NORMAL,0.0,0.0,0.0,0.9787025521790851,0.02129744782091489,5.003624106393751,9.690727406601606,0,1,0.0,0.0,NORMAL,ground_truth
,api.example,https://api.example/,11,16.784,13.574,391.397,46.561,2.118,470.435,14773,200.0,cold,0,1,,,synthetic,TLS_PROBLEM,0.03567761752420632,0.02885414563117115,0.8319895415944817,0.0989743535238662,0.0045022160340961025,6.15578123466992,9.600624158088683,0,0,404.971,26.855839165637438,TLS_PROBLEM,ground_truth
,media.example,https://media.example/,9,22.064,70.644,415.846,165.507,156.723,830.784,1073197,200.0,cold,0,1,,,synthetic,NORMAL,0.026558046375471843,0.08503293274786226,0.5005464717664279,0.19921784723827132,0.18864470187196675,6.723572791730685,13.886153533946331,1,0,486.49,5.804338116241415,NORMAL,ground_truth
,cdn-far.example,https://cdn-far.example/,10,35.448,122.747,299.548,86.458,21.372,565.574,156273,200.0,cold,0,1,,,synthetic,NORMAL,0.0626761484792441,0.21703083946574633,0.5296353792783969,0.15286770608267,0.03778815857871826,6.339607698592041,11.959366155803377,0,0,422.295,2.4206485813797505,NORMAL,ground_truth
,legacy.example,https://legacy.example/,12,39.715,0.0,0.0,395.159,52.588,487.463,391353,200.0,cold,1,1,,,synthetic,NORMAL,0.08147285024709568,0.0,0.0,0.8106440899104137,0.10788100840474046,6.191263726546708,12.877367800210518,0,0,0.0,0.0,NORMAL,ground_truth
,cdn-near.example,https://cdn-near.example/,11,0.0,6.952,42.828,53.648,24.111,127.539,177370,200.0,warm,0,1,,,synthetic,NORMAL,0.0,0.054508816910905686,0.33580316609037236,0.420639961109935,0.18904805588878695,4.856232360233401,12.085998863115746,0,1,49.78,5.385814889336016,NORMAL,ground_truth
,cdn-far.example,https://cdn-far.example/,10,28.938,146.331,1438.923,59.532,28.774,1702.498,212726,200.0,cold,0,1,,,synthetic,TLS_PROBLEM,0.016997376795743663,0.0859507617630094,0.8451833717278963,0.034967441958815806,0.01690104775453481,7.440439063046913,12.26776493248341,0,0,1585.254,9.766600376024055,TLS_PROBLEM,ground_truth
,api.example,https://api.example/,2,0.0,17.593,93.852,124.549,1.082,237.075,16386,200.0,warm,0,1,,,synthetic,NORMAL,0.0,0.07420858378150375,0.3958747231888643,0.5253569545502479,0.004563956553833176,5.47258575008011,9.704243616546224,0,1,111.44500000000001,5.047706125961383,NORMAL,ground_truth
,shop.example,https://shop.example/,2,25.628,45.612,106.861,209.577,47.571,435.249,627702,200.0,cold,0,1,,,synthetic,NORMAL,0.05888123809589453,0.10479518620375923,0.24551693398491437,0.4815105835969755,0.10929605811845632,6.078213181250399,13.349822403647396,0,0,152.473,2.2925641465716984,NORMAL,ground_truth
,api.example,https://api.example/,21,13.442,32.05,2575.596,0.0,0.0,2621.088,0,,cold,0,0,TLS,,synthetic,TLS_PROBLEM,0.005128404693012977,0.012227746645667751,0.9826438486613192,0.0,0.0,7.871726225926734,0.0,1,0,2607.646,77.93028744326779,TLS_PROBLEM,ground_truth
,cdn-near.example,https://cdn-near.example/,21,79.037,15.445,58.207,87.583,26.746,267.017,134683,200.0,cold,0,1,,,synthetic,DNS_PROBLEM,0.29599988015744316,0.05784275907526487,0.21798986581378715,0.32800533299377943,0.10016590703962669,5.5910504113349,11.810686572863673,1,0,73.652,3.5394952873213743,DNS_PROBLEM,ground_truth
,api.example,https://api.example/,19,0.0,0.0,0.0,152.515,2.479,154.995,16209,200.0,warm,1,1,,,synthetic,NORMAL,0.0,0.0,0.0,0.9839994838543178,0.015994064324655635,5.0498239554538324,9.693383614729722,1,1,0.0,0.0,NORMAL,ground_truth
,legacy.example,https://legacy.example/,4,361.727,133.767,791.316,666.441,65.564,2018.814,515929,200.0,cold,0,1,,,synthetic,DNS_PROBLEM,0.1791779728097784,0.06626019038901057,0.3919707313303752,0.3301151071866948,0.032476493624474564,7.610760706947779,13.153726376346468,0,0,925.0830000000001,5.871734178248385,DNS_PROBLEM,ground_truth
,cdn-far.example,https://cdn-far.example/,22,24.866,0.0,0.0,58.178,16.514,99.558,102513,200.0,cold,1,1,,,synthetic,NORMAL,0.24976395668856344,0.0,0.0,0.5843628839470458,0.1658731593643906,4.610734675460503,11.537754653599523,1,0,0.0,0.0,NORMAL,ground_truth
,cdn-near.example,https://cdn-near.example/,17,7.63,6.585,54.209,161.346,10.952,240.723,114073,200.0,cold,0,1,,,synthetic,HTTP_PROBLEM,0.031696181918636775,0.02735509278299124,0.225192441104506,0.6702558542391047,0.045496275802478364,5.487792442470454,11.644602639594568,0,0,60.794000000000004,7.146868820039552,HTTP_PROBLEM,ground_truth
,api.example,https://api.example/,8,0.0,0.0,0.0,163.044,6.575,169.618,24452,200.0,warm,1,1,,,synthetic,NORMAL,0.0,0.0,0.0,0.9612423209800848,0.038763574620618094,5.1394271394566236,10.104508186762567,1,1,0.0,0.0,NORMAL,ground_truth
,api.example,https://api.example/,12,0.0,16.166,34.671,91.024,4.34,146.201,21421,200.0,warm,0,1,,,synthetic,NORMAL,0.0,0.1105737990848216,0.23714612075156805,0.622594920691377,0.029685159472233432,4.991798999749961,9.972173710324576,0,1,50.837,2.019748339741349,NORMAL,ground_truth
,cdn-near.example,https://cdn-near.example/,7,15.416,10.381,44.337,1236.775,19.335,1326.244,61015,200.0,cold,0,1,,,synthetic,HTTP_PROBLEM,0.011623803764616468,0.007827368116274231,0.033430499968331626,0.9325395628557039,0.01457876529507391,7.19085989082821,11.018891403844075,0,0,54.718,3.8957033652578863,HTTP_PROBLEM,ground_truth
,media.example,https://media.example/,22,0.0,746.169,113.228,79.996,270.109,1209.502,1261580,200.0,warm,0,1,,,synthetic,CONNECT_PROBLEM,0.0,0.6169225019884217,0.0936153888129164,0.06613961779310823,0.22332249140555369,7.098790428586579,14.047876254276595,1,1,859.3969999999999,0.1515426898064561,CONNECT_PROBLEM,ground_truth
,legacy.example,https://legacy.example/,4,0.0,31.071,96.802,274.994,17.231,420.1,263969,200.0,warm,0,1,,,synthetic,NORMAL,0.0,0.07396096167579148,0.23042608902642228,0.6545917638657462,0.04101642466079505,6.0428703351678825,12.483590739307717,0,1,127.873,3.018365501543451,NORMAL,ground_truth
,media.example,https://media.example/,14,19.066,42.399,102.319,80.742,94.77,339.295,1206627,200.0,cold,0,1,,,synthetic,NORMAL,0.056192988402422664,0.12496205367011008,0.3015635361558526,0.23796990819198632,0.27931446086738676,5.829812888480904,14.003340250421523,0,0,144.71800000000002,2.3576349685476625,NORMAL,ground_truth
,api.example,https://api.example/,9,0.0,25.087,69.438,161.5,9.209,265.234,65530,200.0,warm,0,1,,,synthetic,NORMAL,0.0,0.09458440471432773,0.2617990152092115,0.6088962953467505,0.03472028472971037,5.584375621321211,11.090278592103282,1,1,94.525,2.6617855636907275,NORMAL,ground_truth
,cdn-far.example,https://cdn-far.example/,17,0.0,0.0,0.0,59.48,24.436,83.917,200289,200.0,warm,1,1,,,synthetic,NORMAL,0.0,0.0,0.0,0.7087955956480808,0.29119248781534135,4.441674308844096,12.207521595295278,0,1,0.0,0.0,NORMAL,ground_truth
,cdn-far.example,https://cdn-far.example/,15,0.0,115.51,235.504,38.516,11.978,401.508,94629,200.0,warm,0,1,,,synthetic,NORMAL,0.0,0.287690407164988,0.5865487113581797,0.09592835012004743,0.02983253135678492,5.997714972437495,11.457729829502279,0,1,351.014,2.021320058364089,NORMAL,ground_truth
,media.example,https://media.example/,21,0.0,66.938,181.417,96.062,117.965,462.382,1330014,200.0,warm,0,1,,,synthetic,NORMAL,0.0,0.14476774614928783,0.3923530760280461,0.20775462712648848,0.2551245506961776,6.1385517679119594,14.100700778329827,1,1,248.35500000000002,2.6703317730872267,NORMAL,ground_truth
